alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
青铜峡市康乐水世界,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025071400000023
青铜峡市康乐泳宫娱乐场,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002024081900000057
青铜峡市康乐街,QTX_XIAOBA,小坝市场监管所,1.0,9,9,"{""小坝市场监管所"": 9}",51640300002024121800000036
青铜峡市康乐街35-2,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024101600000010
青铜峡市康乐街63号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024110400000028
青铜峡市康乐街67号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024081500000037
青铜峡市康乐街81号,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024101029923732
青铜峡市康乐街发生时间：2025年10月25日消费金额：45,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025112200000041
青铜峡市康乐超市,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024110400000028
青铜峡市建民街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024102900000004
青铜峡市建龙啃牛骨头店,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024080600000044
青铜峡市开运竹皮鞋店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024090900000002
青铜峡市张岗市场,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101000000013
青铜峡市张岗建材市场24号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024120292464090
青铜峡市强氏喜阿婆粥饼店,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024090200000014
青铜峡市忠鱼商店,QTX_YESHENG,叶盛市场监管所,1.0,2,2,"{""叶盛市场监管所"": 2}",51640300002024081600000014
青铜峡市慧龙音乐餐厅,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024081200000066
青铜峡市文化北街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025072000000010
青铜峡市新宁百货超市有限公司,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024082300000021
青铜峡市新百CCmall,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",51640300002024111900000039
青铜峡市新百CC贸,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025090100000002
青铜峡市新百广场,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024110599284432
青铜峡市新百广场3F-A-4-5,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121789680421
青铜峡市新百广场8号楼206、207号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024082600000013
青铜峡市新百广场第一层1F-A-2425,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024112983347593
青铜峡市星讯通讯店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024080500000019
青铜峡市晚市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025052700000041
青铜峡市欣云百货商店,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025110137941244
青铜峡市步行街,QTX_YUMIN,裕民市场监管所,1.0,39,39,"{""裕民市场监管所"": 39}",51640300002024121600000010
青铜峡市步行街事件,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025012700000022
青铜峡市水云阁洗浴休闲店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024102800000124
青铜峡市永丰北路,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092300000009
青铜峡市汉坝东街178#,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",51640300002024111200000005
青铜峡市海润超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024102800000014
青铜峡市海艳商店,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",1640381002024120618512837
青铜峡市滨河大道,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025071400000023
青铜峡市澜遇音乐主题餐吧,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024081300000010
青铜峡市火车站,QTX_HEXI,河西市场监管所,1.0,5,5,"{""河西市场监管所"": 5}",51640300002024071700000045
青铜峡市爱玛电动车行,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",51640300002024092000000043
青铜峡市物流中心,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024111852420686
青铜峡市玲玲超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024073162965442
青铜峡市登初眼镜有限责任公司,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002025062956410690
青铜峡市百味来牛肉面店（个体工商户）,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025052995540597
青铜峡市百姓超市,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002024081900000006
青铜峡市瞿靖镇市场监管所,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002025120200000024
青铜峡市瞿靖镇蒋顶村二组,QTX_DABA,大坝市场监管所,1.0,5,5,"{""大坝市场监管所"": 5}",1640381002024120895652207
青铜峡市福满楼餐饮店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024071500000071
青铜峡市福运超市,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024121146776011
青铜峡市第一幼儿园斜对面,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092300000044
青铜峡市粮食储备库晓艳便民商店,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025071080789059
青铜峡市绍平粮油有限公司,QTX_HEDONG,河东市场监管所,1.0,2,2,"{""河东市场监管所"": 2}",1640381002025021892695854
青铜峡市美之然美容店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024082200000054
青铜峡市美味香卷饼早餐店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002025052909488431
青铜峡市美得亨超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024101014197775
青铜峡市老广场,QTX_YUMIN,裕民市场监管所,1.0,6,6,"{""裕民市场监管所"": 6}",51640300002024111300000034
青铜峡市聚富楼餐厅,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024090500000004
青铜峡市艾山街,QTX_HEXI,河西市场监管所,1.0,3,3,"{""河西市场监管所"": 3}",51640300002024123000000025
青铜峡市艾山街115号,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002024093000000024
青铜峡市芳芳化妆品经销部,QTX_HEXI,河西市场监管所,1.0,6,6,"{""河西市场监管所"": 6}",1640381002024112991534103
青铜峡市芳香缘汉餐馆,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024081500000037
青铜峡市苏扬煎饼生活馆,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092300000009
青铜峡市藤蔓妙音阁器乐行,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121789680421
青铜峡市蜜雪冰城饮品店,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024120261299221
青铜峡市裕民街63号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024102800000006
青铜峡市裕民街道古峡西街,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024092000000043
青铜峡市裕民街道古峡西街219号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000025
青铜峡市裕民街道商城西厅,QTX_YUMIN,裕民市场监管所,1.0,3,3,"{""裕民市场监管所"": 3}",1640381002024080211452486
青铜峡市裕民街道建民南街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024102800000037
青铜峡市裕民街道新民街,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024071500000068
青铜峡市裕民街道新民路30号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002025052909488431
青铜峡市裕民街道步行街,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",1640381002024120261299221
青铜峡市裕民街道永丰北街261号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024032030946265
青铜峡市裕民街道永丰北路,QTX_YUMIN,裕民市场监管所,1.0,4,4,"{""裕民市场监管所"": 4}",51640300002024083000000057
青铜峡市裕民街道永丰北路36号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092300000009
青铜峡市裕民街道永丰北路发生时间：2025年8月22日消费金,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025082200000014
青铜峡市裕民街道永丰南街10号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024092700000054
青铜峡市裕民街道永丰南街79-81号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",1640381002024121431777215
青铜峡市裕民街道永丰南路9-1号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024121300000005
青铜峡市裕民街道汉坝西街343号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024101000000013
青铜峡市裕民街道裕民街69-37号,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000041
青铜峡市赵鹏汉餐馆,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024101600000010
青铜峡市迎宾超市,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025102789360813
青铜峡市连湖农场,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002025091600000056
青铜峡市邵岗镇,QTX_QUJING,瞿靖市场监管所,1.0,7,7,"{""瞿靖市场监管所"": 7}",51640300002025100800000036
青铜峡市邵岗镇同乐村2村1-72号,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002025120800000020
青铜峡市邵岗镇同富村南区扶贫产业园,QTX_QUJING,瞿靖市场监管所,1.0,3,3,"{""瞿靖市场监管所"": 3}",51640300002024120200000018
青铜峡市邵岗镇大沟村三组020号,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002024082600000055
青铜峡市邵岗镇甘城子,QTX_QUJING,瞿靖市场监管所,1.0,2,2,"{""瞿靖市场监管所"": 2}",51640300002024081900000075
青铜峡市邵岗镇甘城子村,QTX_QUJING,瞿靖市场监管所,1.0,3,3,"{""瞿靖市场监管所"": 3}",51640300002025070200000009
青铜峡市金岸一品2期东门口右边,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025100500000030
青铜峡市金岸一品2期东门口右边发生时间：10月4日晚上6点消,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025100500000030
青铜峡市金岸一品二期8幢综合2一层,QTX_XIAOBA,小坝市场监管所,1.0,4,4,"{""小坝市场监管所"": 4}",1640381002024101794490076
青铜峡市金岸一品小区,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025022100000009
青铜峡市金福隆超市,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024112987908008
青铜峡市鑫利达超市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024091700000025
青铜峡市鑫吉祥园艺农林服务部,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024120200000091
青铜峡市钧豪宾馆,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024110400000009
青铜峡市铝厂,QTX_HEXI,河西市场监管所,1.0,12,12,"{""河西市场监管所"": 12}",51640300002024120200000020
青铜峡市铝厂一村,QTX_HEXI,河西市场监管所,1.0,4,4,"{""河西市场监管所"": 4}",1640381002025102789360813
青铜峡市铝厂三村,QTX_HEXI,河西市场监管所,1.0,8,8,"{""河西市场监管所"": 8}",51640300002024102100000032
青铜峡市铝厂北门,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",51640300002024112900000027
青铜峡市银河早市,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024081900000074
青铜峡市长滩路粮食储备库,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025071080789059
青铜峡市陈袁滩镇滨河新村,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025122100000015
青铜峡市陈袁滩镇滨河新村242号,QTX_XIAOBA,小坝市场监管所,1.0,9,9,"{""小坝市场监管所"": 9}",51640300002024120900000027
青铜峡市陈袁滩镇黄河外滩香醍湾6幢41号、42号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025051332500139
青铜峡市陈袁滩黄河公园,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002024081900000057
青铜峡市雅馨安娜美容养生会所,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025101981548655
青铜峡市青铜峡市古峡东街118号忆江南西侧,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002025060628227832
青铜峡市青铜峡镇广武村五组,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025073181038644
青铜峡市青阳酒店对面,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024092900000005
青铜峡市麦尔乐西饼新百广场店,QTX_XIAOBA,小坝市场监管所,1.0,3,3,"{""小坝市场监管所"": 3}",1640381002024112983347593
青铜峡市龙海商业街,QTX_XIAOBA,小坝市场监管所,1.0,24,24,"{""小坝市场监管所"": 24}",51640300002024123000000021
青铜峡市龙海商业街北边,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025062500000009
青铜峡市龙海商业街北门,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024122500000041
青铜峡市龙海商业街发生时间：9月28日下午5点56分消费金额,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025092800000051
青铜峡市龙海花园58号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121305803026
青铜峡市龙海花园90号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121547244760
青铜峡市龙海花园北门,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002025070700000047
青铜峡新华百货CCmall,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025071100000080
青铜峡镇广武村五组,QTX_HEXI,河西市场监管所,1.0,2,2,"{""河西市场监管所"": 2}",1640381002025073181038644
顺发通讯,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002024120200000079
魔术丝商户,QTX_YUMIN,裕民市场监管所,1.0,2,2,"{""裕民市场监管所"": 2}",51640300002025011700000051
麓枫酒店,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024100400000039
黄土地滑雪场,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002026010400000046
龙海商业街,QTX_XIAOBA,小坝市场监管所,1.0,23,23,"{""小坝市场监管所"": 23}",51640300002024123000000021
龙海商业街北边,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002025062500000009
龙海商业街北门,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",51640300002024122500000041
龙海花园58号,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121305803026
龙海花园90号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,2,2,"{""小坝市场监管所"": 2}",1640381002024121547244760
龙海花园北门,QTX_XIAOBA,小坝市场监管所,1.0,5,5,"{""小坝市场监管所"": 5}",51640300002025070700000047
小坝商城,QTX_YUMIN,裕民市场监管所,0.8889,8,9,"{""裕民市场监管所"": 8, ""小坝市场监管所"": 1}",51640300002024122700000002
古峡西街,QTX_YUMIN,裕民市场监管所,0.875,7,8,"{""小坝市场监管所"": 1, ""裕民市场监管所"": 7}",51640300002024111800000105
青铜峡市金岸一品,QTX_XIAOBA,小坝市场监管所,0.8571,6,7,"{""小坝市场监管所"": 6, ""裕民市场监管所"": 1}",51640300002024123100000046
青铜峡小坝商城2楼西厅电器区169号,QTX_YUMIN,裕民市场监管所,0.8333,5,6,"{""裕民市场监管所"": 5, ""小坝市场监管所"": 1}",51640300002024121700000043
青铜峡市小坝商城,QTX_YUMIN,裕民市场监管所,0.8333,5,6,"{""小坝市场监管所"": 1, ""裕民市场监管所"": 5}",51640300002024090200000126
CC贸,QTX_XIAOBA,小坝市场监管所,0.8,4,5,"{""裕民市场监管所"": 1, ""小坝市场监管所"": 4}",51640300002024111800000007
裕民街道古峡东街,QTX_YUMIN,裕民市场监管所,0.8,4,5,"{""裕民市场监管所"": 4, ""小坝市场监管所"": 1}",51640300002024122500000029
青铜峡市CC贸,QTX_XIAOBA,小坝市场监管所,0.8,4,5,"{""裕民市场监管所"": 1, ""小坝市场监管所"": 4}",51640300002024111800000007
